Iso3_code,Country,Region,Subregion,Indicator,Year,VALUE
IRL,Ireland,Europe,Northern Europe,Detected trafficking victims,2021,44
IRQ,Iraq,Asia,Western Asia,Detected trafficking victims,2017,32
IRQ,Iraq,Asia,Western Asia,Offences of trafficking in persons,2017,206
IRQ,Iraq,Asia,Western Asia,Persons brought into formal contact,2017,214
IRQ,Iraq,Asia,Western Asia,Persons convicted,2017,38
IRQ,Iraq,Asia,Western Asia,Persons prosecuted,2017,13
IRQ,Iraq,Asia,Western Asia,Detected trafficking victims,2018,15
IRQ,Iraq,Asia,Western Asia,Offences of trafficking in persons,2018,419
IRQ,Iraq,Asia,Western Asia,Persons brought into formal contact,2018,464
IRQ,Iraq,Asia,Western Asia,Persons convicted,2018,67
IRQ,Iraq,Asia,Western Asia,Persons prosecuted,2018,59
IRQ,Iraq,Asia,Western Asia,Detected trafficking victims,2019,112
IRQ,Iraq,Asia,Western Asia,Offences of trafficking in persons,2019,172
IRQ,Iraq,Asia,Western Asia,Persons brought into formal contact,2019,172
IRQ,Iraq,Asia,Western Asia,Persons convicted,2019,155
IRQ,Iraq,Asia,Western Asia,Persons prosecuted,2019,35
IRQ,Iraq,Asia,Western Asia,Detected trafficking victims,2020,14
ISL,Iceland,Europe,Northern Europe,Detected trafficking victims,2017,19
ISL,Iceland,Europe,Northern Europe,Offences of trafficking in persons,2017,20
ISL,Iceland,Europe,Northern Europe,Persons brought into formal contact,2017,20
ISL,Iceland,Europe,Northern Europe,Persons convicted,2017,2
ISL,Iceland,Europe,Northern Europe,Persons prosecuted,2017,2
ISL,Iceland,Europe,Northern Europe,Detected trafficking victims,2018,9
ISL,Iceland,Europe,Northern Europe,Offences of trafficking in persons,2018,16
ISL,Iceland,Europe,Northern Europe,Persons brought into formal contact,2018,15
ISL,Iceland,Europe,Northern Europe,Persons convicted,2018,2
ISL,Iceland,Europe,Northern Europe,Persons prosecuted,2018,2
ISL,Iceland,Europe,Northern Europe,Detected trafficking victims,2019,7
ISL,Iceland,Europe,Northern Europe,Offences of trafficking in persons,2019,13
ISL,Iceland,Europe,Northern Europe,Persons brought into formal contact,2019,5
ISL,Iceland,Europe,Northern Europe,Persons convicted,2019,2
ISL,Iceland,Europe,Northern Europe,Persons prosecuted,2019,2
ISL,Iceland,Europe,Northern Europe,Detected trafficking victims,2020,16
ISL,Iceland,Europe,Northern Europe,Offences of trafficking in persons,2020,17
ISL,Iceland,Europe,Northern Europe,Persons brought into formal contact,2020,17
ISL,Iceland,Europe,Northern Europe,Persons convicted,2020,2
ISL,Iceland,Europe,Northern Europe,Persons prosecuted,2020,2
ISR,Israel,Asia,Western Asia,Persons convicted,2007,26
ISR,Israel,Asia,Western Asia,Persons prosecuted,2007,105
ISR,Israel,Asia,Western Asia,Persons convicted,2008,17
ISR,Israel,Asia,Western Asia,Persons prosecuted,2008,26
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2009,67
ISR,Israel,Asia,Western Asia,Persons convicted,2009,14
ISR,Israel,Asia,Western Asia,Persons prosecuted,2009,41
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2010,78
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2010,45
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2010,20
ISR,Israel,Asia,Western Asia,Persons convicted,2010,18
ISR,Israel,Asia,Western Asia,Persons prosecuted,2010,51
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2011,26
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2011,24
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2011,62
ISR,Israel,Asia,Western Asia,Persons convicted,2011,33
ISR,Israel,Asia,Western Asia,Persons prosecuted,2011,24
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2012,86
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2012,29
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2012,45
ISR,Israel,Asia,Western Asia,Persons convicted,2012,13
ISR,Israel,Asia,Western Asia,Persons prosecuted,2012,15
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2013,82
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2013,7
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2013,19
ISR,Israel,Asia,Western Asia,Persons convicted,2013,20
ISR,Israel,Asia,Western Asia,Persons prosecuted,2013,8
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2014,79
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2014,17
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2014,16
ISR,Israel,Asia,Western Asia,Persons convicted,2014,6
ISR,Israel,Asia,Western Asia,Persons prosecuted,2014,6
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2015,47
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2015,10
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2015,6
ISR,Israel,Asia,Western Asia,Persons convicted,2015,2
ISR,Israel,Asia,Western Asia,Persons prosecuted,2015,5
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2016,47
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2016,9
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2016,7
ISR,Israel,Asia,Western Asia,Persons convicted,2016,6
ISR,Israel,Asia,Western Asia,Persons prosecuted,2016,2
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2017,73
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2017,8
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2017,7
ISR,Israel,Asia,Western Asia,Persons convicted,2017,2
ISR,Israel,Asia,Western Asia,Persons prosecuted,2017,2
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2018,59
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2018,15
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2018,22
ISR,Israel,Asia,Western Asia,Persons convicted,2018,2
ISR,Israel,Asia,Western Asia,Persons prosecuted,2018,13
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2019,73
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2019,12
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2019,22
ISR,Israel,Asia,Western Asia,Persons convicted,2019,13
ISR,Israel,Asia,Western Asia,Persons prosecuted,2019,18
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2020,69
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2020,8
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2020,7
ISR,Israel,Asia,Western Asia,Persons convicted,2020,11
ISR,Israel,Asia,Western Asia,Persons prosecuted,2020,2
ISR,Israel,Asia,Western Asia,Detected trafficking victims,2021,51
ISR,Israel,Asia,Western Asia,Offences of trafficking in persons,2021,11
ISR,Israel,Asia,Western Asia,Persons brought into formal contact,2021,18
ISR,Israel,Asia,Western Asia,Persons convicted,2021,2
ISR,Israel,Asia,Western Asia,Persons prosecuted,2021,2
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2004,199
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2005,297
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2006,217
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2007,715
ITA,Italy,Europe,Southern Europe,Persons convicted,2007,80
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2007,446
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2008,628
ITA,Italy,Europe,Southern Europe,Persons convicted,2008,38
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2008,550
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2009,381
ITA,Italy,Europe,Southern Europe,Persons convicted,2009,95
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2009,602
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2010,96
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2010,509
ITA,Italy,Europe,Southern Europe,Persons convicted,2010,99
ITA,Italy,Europe,Southern Europe,Persons prosecuted,2010,362
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2011,91
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2011,397
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2012,435
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2012,522
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2013,593
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2014,597
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2014,1193
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2014,2467
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2015,609
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2015,1164
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2015,1856
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2016,663
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2016,998
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2016,1545
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2017,794
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2017,1066
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2017,1964
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2018,756
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2018,1147
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2018,2128
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2019,966
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2019,1414
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2019,2400
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2020,813
ITA,Italy,Europe,Southern Europe,Offences of trafficking in persons,2020,1543
ITA,Italy,Europe,Southern Europe,Persons brought into formal contact,2020,2644
ITA,Italy,Europe,Southern Europe,Detected trafficking victims,2021,757
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2007,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons convicted,2007,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2008,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2009,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2010,7
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2010,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2010,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons convicted,2010,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons prosecuted,2010,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2011,7
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2011,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2011,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons convicted,2011,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons prosecuted,2011,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,24
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2012,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons convicted,2012,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons prosecuted,2012,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,5
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,5
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons convicted,2013,2
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons prosecuted,2013,5
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2010,81
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2010,26
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2010,54
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2011,49
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2011,29
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2011,37
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2012,24
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2012,12
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2012,13
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2013,81
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2013,17
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2013,45
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2014,19
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2014,37
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2015,26
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2015,44
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2016,35
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2016,62
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2017,48
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2017,26
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2017,269
JOR,Jordan,Asia,Western Asia,Persons convicted,2017,49
JOR,Jordan,Asia,Western Asia,Persons prosecuted,2017,49
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2018,40
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2018,20
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2018,348
JOR,Jordan,Asia,Western Asia,Persons convicted,2018,37
JOR,Jordan,Asia,Western Asia,Persons prosecuted,2018,37
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2019,9
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2019,13
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2019,240
JOR,Jordan,Asia,Western Asia,Persons convicted,2019,28
JOR,Jordan,Asia,Western Asia,Persons prosecuted,2019,28
JOR,Jordan,Asia,Western Asia,Detected trafficking victims,2020,25
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2020,23
JOR,Jordan,Asia,Western Asia,Persons brought into formal contact,2020,259
JOR,Jordan,Asia,Western Asia,Persons convicted,2020,40
JOR,Jordan,Asia,Western Asia,Persons prosecuted,2020,40
JOR,Jordan,Asia,Western Asia,Offences of trafficking in persons,2021,43
JPN,Japan,Asia,Eastern Asia,Persons convicted,2003,2
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2003,2
JPN,Japan,Asia,Eastern Asia,Persons convicted,2004,2
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2004,2
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2007,43
JPN,Japan,Asia,Eastern Asia,Persons convicted,2007,29
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2007,33
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2008,36
JPN,Japan,Asia,Eastern Asia,Persons convicted,2008,23
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2008,17
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2009,17
JPN,Japan,Asia,Eastern Asia,Persons convicted,2009,8
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2009,6
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2010,43
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2010,24
JPN,Japan,Asia,Eastern Asia,Persons convicted,2010,2
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2010,2
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2011,45
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2011,33
JPN,Japan,Asia,Eastern Asia,Persons convicted,2011,2
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2011,2
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2012,27
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2012,44
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2012,54
JPN,Japan,Asia,Eastern Asia,Persons convicted,2012,38
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2012,38
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2013,17
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2013,25
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2013,37
JPN,Japan,Asia,Eastern Asia,Persons convicted,2013,31
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2013,31
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2014,25
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2014,32
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2014,33
JPN,Japan,Asia,Eastern Asia,Persons convicted,2014,26
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2014,27
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2015,54
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2015,44
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2015,42
JPN,Japan,Asia,Eastern Asia,Persons convicted,2015,25
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2015,26
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2016,50
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2016,44
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2016,46
JPN,Japan,Asia,Eastern Asia,Persons convicted,2016,35
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2016,43
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2017,46
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2018,27
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2018,36
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2018,40
JPN,Japan,Asia,Eastern Asia,Persons convicted,2018,35
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2018,35
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2019,47
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2019,57
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2019,39
JPN,Japan,Asia,Eastern Asia,Persons convicted,2019,32
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2019,32
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2020,38
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2020,55
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2020,58
JPN,Japan,Asia,Eastern Asia,Persons convicted,2020,45
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2020,48
JPN,Japan,Asia,Eastern Asia,Detected trafficking victims,2021,47
JPN,Japan,Asia,Eastern Asia,Offences of trafficking in persons,2021,62
JPN,Japan,Asia,Eastern Asia,Persons brought into formal contact,2021,43
JPN,Japan,Asia,Eastern Asia,Persons convicted,2021,31
JPN,Japan,Asia,Eastern Asia,Persons prosecuted,2021,37
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2003,6
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2003,9
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2004,2
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2004,2
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2005,2
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2005,2
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2006,11
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2006,11
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2007,21
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2008,20
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2009,20
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2010,134
KAZ,Kazakhstan,Asia,Central Asia,Persons prosecuted,2010,18
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2011,141
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2011,46
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2011,25
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2012,153
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2012,21
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2012,12
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2013,58
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2013,21
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2014,21
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2017,86
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2017,304
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2017,168
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2018,88
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2018,276
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2018,141
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2019,44
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2019,182
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2019,64
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2020,92
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2020,111
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2020,44
KAZ,Kazakhstan,Asia,Central Asia,Detected trafficking victims,2021,29
KAZ,Kazakhstan,Asia,Central Asia,Offences of trafficking in persons,2021,103
KAZ,Kazakhstan,Asia,Central Asia,Persons convicted,2021,35
KEN,Kenya,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2010,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons brought into formal contact,2010,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2010,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,2010,2
KEN,Kenya,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2011,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons brought into formal contact,2011,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2011,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,2011,2
KEN,Kenya,Africa,Sub-Saharan Africa,Detected trafficking victims,2014,143
KEN,Kenya,Africa,Sub-Saharan Africa,Persons brought into formal contact,2014,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2014,31
KEN,Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,2014,31
KEN,Kenya,Africa,Sub-Saharan Africa,Detected trafficking victims,2015,318
KEN,Kenya,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2015,10
KEN,Kenya,Africa,Sub-Saharan Africa,Persons brought into formal contact,2015,11
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2015,17
KEN,Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,2015,32
KEN,Kenya,Africa,Sub-Saharan Africa,Detected trafficking victims,2016,187
KEN,Kenya,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2016,18
KEN,Kenya,Africa,Sub-Saharan Africa,Persons brought into formal contact,2016,9
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2016,2
KEN,Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,2016,18
KEN,Kenya,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,352
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2017,2
KEN,Kenya,Africa,Sub-Saharan Africa,Detected trafficking victims,2018,283
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2018,15
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2019,12
KEN,Kenya,Africa,Sub-Saharan Africa,Persons convicted,2020,5
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2005,2
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2005,21
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2006,7
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2006,24
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2007,16
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2007,34
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2008,13
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2008,25
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2009,162
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2009,6
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2010,22
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2010,13
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2010,5
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2011,9
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2011,20
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2011,134
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2012,20
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2014,18
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2014,15
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2015,10
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2015,11
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2016,8
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2016,7
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2017,2
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2017,2
KGZ,Kyrgyzstan,Asia,Central Asia,Persons brought into formal contact,2017,2
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2017,2
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2017,5
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2018,8
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2018,9
KGZ,Kyrgyzstan,Asia,Central Asia,Persons brought into formal contact,2018,10
KGZ,Kyrgyzstan,Asia,Central Asia,Persons convicted,2018,2
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2018,8
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2019,9
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2019,8
KGZ,Kyrgyzstan,Asia,Central Asia,Persons brought into formal contact,2019,9
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2019,9
KGZ,Kyrgyzstan,Asia,Central Asia,Detected trafficking victims,2020,7
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2020,7
KGZ,Kyrgyzstan,Asia,Central Asia,Persons brought into formal contact,2020,7
KGZ,Kyrgyzstan,Asia,Central Asia,Persons prosecuted,2020,9
KGZ,Kyrgyzstan,Asia,Central Asia,Offences of trafficking in persons,2021,6
KHM,Cambodia,Asia,South-eastern Asia,Persons prosecuted,2007,42
KHM,Cambodia,Asia,South-eastern Asia,Persons convicted,2017,129
KHM,Cambodia,Asia,South-eastern Asia,Persons convicted,2018,125
KOR,Republic of Korea,Asia,Eastern Asia,Persons convicted,2007,38
KOR,Republic of Korea,Asia,Eastern Asia,Persons prosecuted,2007,33
KOR,Republic of Korea,Asia,Eastern Asia,Persons convicted,2008,61
